"Time (seconds)","Speed (mph)"
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,2.145022612
9,3.433379023
10,4.417107166
11,4.952449661
12,5.144417492
13,5.144215669
14,5.023037226
15,4.795146717
16,4.489696742
17,4.138088786
18,3.720582043
19,3.179696626
20,2.484923038
21,1.685931338
22,0.926120315
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,2.169178292
238,3.450148344
239,4.388462728
240,4.750565476
241,4.651463216
242,4.295840425
243,3.855599772
244,3.459208752
245,3.155450846
246,2.84543643
247,2.328578753
248,1.543426339
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0.866067185
302,1.416614874
303,1.894192766
304,2.257874058
305,2.549482945
306,2.841010742
307,3.213319964
308,3.711244129
309,4.298483945
310,4.87545602
311,5.340679467
312,5.647165585
313,5.813289272
314,5.877330206
315,5.858065127
316,5.76563744
317,5.627295038
318,5.488696754
319,5.389252116
320,5.342551735
321,5.352214007
322,5.44429391
323,5.669503058
324,6.059374477
325,6.571898368
326,7.08821725
327,7.490169213
328,7.757752162
329,7.967210112
330,8.18001616
331,8.377036772
332,8.529600481
333,8.705537807
334,9.073361875
335,9.766814604
336,10.71748163
337,11.65396159
338,12.28608178
339,12.45733573
340,12.15149472
341,11.4514395
342,10.53753308
343,9.696113514
344,9.242770589
345,9.341557501
346,9.883989025
347,10.570605
348,11.09844401
349,11.28289934
350,11.07169346
351,10.50359799
352,9.681373233
353,8.768443487
354,7.938410703
355,7.279093076
356,6.762395775
357,6.30319458
358,5.828251197
359,5.320594482
360,4.821176467
361,4.385287621
362,4.063335019
363,3.921093111
364,4.028866548
365,4.413119362
366,5.025642904
367,5.758739421
368,6.483746803
369,7.058922294
370,7.322212902
371,7.156355911
372,6.610118583
373,5.934763242
374,5.458279157
375,5.380737712
376,5.663500628
377,6.106489316
378,6.505453578
379,6.722018578
380,6.675844378
381,6.366666085
382,5.908708264
383,5.485193685
384,5.23600365
385,5.177590332
386,5.215715041
387,5.225323254
388,5.104411505
389,4.751729562
390,4.058267822
391,3.005089169
392,1.790066557
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
