"Time (seconds)","Speed (mph)"
597,21.95511858
598,22.54728864
599,22.86860875
600,22.89955973
601,22.60787877
602,21.93310547
603,20.80276739
604,19.15496617
605,16.97411458
606,14.32885045
607,11.40378046
608,8.511834659
609,6.029434408
610,4.246610049
611,3.238868583
612,2.852676828
613,2.809306524
614,2.864948382
615,2.905846354
616,2.922630092
617,2.943543992
618,2.995095331
619,3.081198033
620,3.173863584
621,3.227040318
622,3.209020415
623,3.121825707
624,2.979742374
625,2.780027786
626,2.528916829
627,2.297328637
628,2.198720122
629,2.278324847
630,2.446501
631,2.527518485
632,2.353976004
633,1.859016113
634,1.158877999
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,1.939604725
1041,3.209611468
1042,4.325677781
1043,5.159393834
1044,5.74956729
1045,6.134234561
1046,6.309748419
1047,6.278228004
1048,6.076779901
1049,5.774413132
1050,5.441326032
1051,5.094976283
1052,4.679271531
1053,4.112559989
1054,3.357511626
1055,2.461605283
1056,1.554793294
1057,0.799406157
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,1.767388509
1109,2.801049805
1110,3.60634847
1111,4.13730492
1112,4.504287458
1113,4.76557966
1114,4.873799991
1115,4.743166504
1116,4.315687547
1117,3.581517043
1118,2.594527297
1119,1.527774251
1120,0
1121,0
1122,0
1123,0
1124,0
1125,1.000731724
1126,1.766332543
1127,2.530174619
1128,3.157800642
1129,3.62093378
1130,3.962317243
1131,4.233740234
1132,4.460654064
1133,4.640896345
1134,4.751877325
1135,4.76147833
1136,4.65526902
1137,4.471408343
1138,4.30312407
1139,4.244638672
1140,4.324704706
1141,4.495057664
1142,4.68090053
1143,4.841018183
1144,4.985062081
1145,5.141330683
1146,5.316318359
1147,5.489871652
1148,5.643538179
1149,5.778990188
1150,5.901612026
1151,5.997117513
1152,6.037626256
1153,6.0107766
1154,5.935734515
1155,5.841144438
1156,5.723070824
1157,5.536564825
1158,5.24054827
1159,4.847599051
1160,4.426618071
1161,4.061152809
1162,3.806430664
1163,3.676651321
1164,3.653146159
1165,3.696610166
1166,3.765921922
1167,3.837525809
1168,3.911025391
1169,4.003294503
1170,4.137607654
1171,4.33024042
1172,4.580392718
1173,4.866541574
1174,5.150866815
1175,5.394892346
1176,5.581744327
1177,5.729125512
1178,5.876859887
1179,6.056626442
1180,6.273708612
1181,6.513733724
1182,6.763258929
1183,7.031005859
1184,7.352632301
1185,7.768769531
1186,8.294583101
1187,8.903115234
1188,9.523353097
1189,10.0534554
1190,10.3954155
1191,10.49338611
1192,10.33996466
1193,9.949271531
1194,9.339946522
1195,8.555446429
1196,7.692783203
1197,6.890486654
1198,6.269679362
1199,5.884543573
1200,5.736052362
1201,5.820421549
1202,6.142797619
1203,6.687870861
1204,7.39679548
1205,8.184358956
1206,8.979930478
1207,9.7501516
1208,10.49017136
1209,11.20733468
1210,11.91552409
1211,12.63325684
1212,13.37419922
1213,14.13531669
1214,14.89241932
1215,15.60129348
1216,16.2060126
1217,16.66000605
1218,16.94720006
1219,17.0851316
1220,17.11250744
1221,17.07338263
1222,17.00322033
1223,16.9196224
1224,16.81591425
1225,16.64414132
1226,16.29113142
1227,15.58996257
1228,14.39583403
1229,12.69800595
1230,10.69643438
1231,8.758249628
1232,7.248059198
1233,6.362467448
1234,6.092550921
1235,6.299275251
1236,6.812719959
1237,7.487716704
1238,8.209961635
1239,8.898581427
1240,9.523244978
1241,10.09787086
1242,10.63789132
1243,11.12420526
1244,11.50706334
1245,11.7362693
1246,11.78589611
1247,11.65150367
1248,11.31990862
1249,10.74312756
1250,9.850198103
1251,8.588307524
1252,6.97019229
1253,5.117039853
1254,3.264781204
1255,1.706001907
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
